contig_id	length	gc_perc	cds_coding_density	checkv_quality	checkv_completeness	checkv_contamination	provirus	checkv_gene_count	checkv_viral_genes	checkv_host_genes	total_votes	genomad_hit	genomad_score	dvf_hit	dvf_score	genomad_taxonomy	genomad_topology	genomad_hallmarks	cds_total	cds_known	cds_unknown	cds_known_pct	phrog_head_packaging	phrog_tail	phrog_lysis	phrog_dna_metabolism	phrog_connector	phrog_integration_excision	phrog_moron_amg	phrog_other	phrog_transcription	trnas	tmrnas	crisprs	inphared_accession	inphared_mash_dist	inphared_hashes	inphared_description	inphared_host	inphared_family	inphared_ref_length	iphop_host_genus	iphop_confidence	iphop_methods	propagate_activity	propagate_cohen_d	propagate_ratio
metaspades_NODE_3001_length_5568_cov_2.304190	5568	0.43	87.81	Low-quality	5.79	0.0	No	4	0	0	2	1	0.851	1	0.9002799391746521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	4	0	4	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Bacteroides	93.5	iPHoP-RF;95.40	NA	NA	NA
metaspades_NODE_4590_length_3730_cov_2.313197	3730	0.43	99.92	Low-quality	5.79	0.0	No	2	1	0	2	1	0.9785	1	0.9921335577964783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	MT836016	0.0824989	97/1000	Bacteriophage sp.	Unspecified	Unclassified	13876	NA	NA	NA	NA	NA	NA
metaspades_NODE_7031_length_2614_cov_2.572880	2614	0.45	95.07	Low-quality	5.77	0.0	No	2	1	0	2	1	0.9507	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	MN929097	0.125715	37/1000	Parabacteroides phage PDS1	Parabacteroides	Unclassified	44691	NA	NA	NA	NA	NA	NA
metaspades_NODE_5019_length_3448_cov_2.090480	3448	0.46	88.54	Low-quality	5.69	25.23	Yes	7	1	2	2	1	0.9765	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	0	7	0.0	0	0	0	0	0	0	0	0	0	0	0	0	MT836156	0.0786628	106/1000	Bacteriophage sp.	Unspecified	Unclassified	12359	NA	NA	NA	NA	NA	NA
metaspades_NODE_4974_length_3482_cov_3.543041	3482	0.46	88.08	Low-quality	5.67	0.0	No	5	2	0	2	1	0.9808	1	0.9918319582939148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	2	3	40.0	0	0	0	1	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Petralouisia	90.7	iPHoP-RF;93.10	NA	NA	NA
metaspades_NODE_4988_length_3472_cov_3.657009	3472	0.45	90.58	Low-quality	5.65	0.0	No	8	0	0	2	1	0.9438	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	8	1	7	12.5	0	0	0	0	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_22234_length_1092_cov_1.729990	1092	0.38	83.06	Low-quality	5.63	0.0	No	2	2	0	2	1	0.963	1	0.9168832302093506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	2	0	100.0	1	0	0	1	0	0	0	0	0	0	0	0	MT835826	0.126974	36/1000	Bacteriophage sp.	Unspecified	Unclassified	17149	Bacteroides	95.3	iPHoP-RF;96.70	NA	NA	NA
metaspades_NODE_7288_length_2541_cov_2.094529	2541	0.47	91.03	Low-quality	5.58	0.0	No	6	1	0	2	1	0.9718	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	6	0	6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	MT836156	0.11478	47/1000	Bacteriophage sp.	Unspecified	Unclassified	12359	NA	NA	NA	NA	NA	NA
metaspades_NODE_5133_length_3385_cov_1.879580	3385	0.4	98.88	Low-quality	5.56	0.0	No	7	1	0	2	1	0.9527	1	0.9978816509246826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	1	6	14.3	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3657_length_4584_cov_7.341797	4584	0.41	96.4	Low-quality	5.55	0.0	No	9	1	0	2	1	0.9266	1	0.996749222278595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	9	1	8	11.1	0	0	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3158_length_5285_cov_2.640918	5285	0.35	97.09	Low-quality	5.51	0.0	No	5	0	0	2	1	0.9832	1	0.9999997615814209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	1	5	1	4	20.0	1	0	0	0	0	0	0	0	0	0	0	0	MT835832	0.0494626	215/1000	Bacteriophage sp.	Unspecified	Unclassified	16953	NA	NA	NA	NA	NA	NA
metaspades_NODE_29045_length_887_cov_1.847356	887	0.33	89.06	Low-quality	5.51	0.0	No	2	1	0	2	1	0.8905	1	0.9972696304321289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5539_length_3163_cov_2.554376	3163	0.46	72.21	Low-quality	5.49	0.0	No	5	0	0	2	1	0.9767	1	0.9772733449935913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	2	3	40.0	0	0	0	1	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4689_length_3661_cov_3.586522	3661	0.35	88.34	Low-quality	5.4	0.0	No	9	1	0	2	1	0.9557	1	0.945252537727356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	9	2	7	22.2	0	0	0	1	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7682_length_2445_cov_1.940167	2445	0.35	100.12	Low-quality	5.4	0.0	No	3	2	0	2	1	0.971	1	0.9997119903564453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6534_length_2769_cov_2.330140	2769	0.36	97.15	Low-quality	5.39	0.0	No	7	1	0	2	1	0.9264	1	0.9985182285308838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	0	7	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8726_length_2205_cov_2.953023	2205	0.51	97.91	Low-quality	5.34	0.0	No	4	3	0	2	1	0.974	1	0.9989509582519531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	4	2	2	50.0	0	0	0	1	0	0	0	0	1	0	0	0	ON470598	0.12827	35/1000	Escherichia phage vB_EcoS-569R4	Escherichia	Unclassified	37380	NA	NA	NA	NA	NA	NA
metaspades_NODE_8857_length_2177_cov_2.367578	2177	0.54	89.57	Low-quality	5.19	0.0	No	3	1	0	2	1	0.929	1	0.9391312003135681	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	1	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6929_length_2644_cov_2.239088	2644	0.3	94.4	Low-quality	5.15	0.0	No	6	0	0	2	1	0.7791	1	0.9984931945800781	Unclassified	No terminal repeats	0	6	0	6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9997_length_1985_cov_1.546114	1985	0.32	99.75	Low-quality	5.15	0.0	No	3	2	0	2	1	0.9596	1	0.9263491630554199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	3	0	100.0	3	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_16931_length_1347_cov_1.573529	1347	0.37	85.82	Low-quality	4.96	0.0	No	2	1	0	2	1	0.9274	1	0.9991941452026367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	0	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4802_length_3587_cov_3.318233	3587	0.48	82.74	Low-quality	4.94	0.0	No	8	0	0	2	1	0.7813	1	0.9003576040267944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	8	1	7	12.5	0	0	0	0	0	0	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8548_length_2239_cov_2.558150	2239	0.36	85.04	Low-quality	4.93	0.0	No	10	0	0	2	1	0.9079	1	0.9277745485305786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	10	1	9	10.0	0	0	0	0	0	0	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11249_length_1817_cov_1.765607	1817	0.47	99.67	Low-quality	4.88	0.0	No	4	2	0	2	1	0.9777	1	0.9979519248008728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	3	1	75.0	3	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5953_length_2985_cov_2.322184	2985	0.41	82.35	Low-quality	4.82	0.0	No	5	2	0	2	1	0.9809	1	0.9997931718826294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	5	4	1	80.0	0	0	2	0	0	1	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_12975_length_1637_cov_1.592920	1637	0.48	96.15	Low-quality	4.75	0.0	No	4	3	0	2	1	0.9796	1	0.9999805688858032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	4	3	1	75.0	0	1	0	0	2	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6702_length_2716_cov_3.065765	2716	0.46	82.14	Low-quality	4.7	0.0	No	7	1	0	2	1	0.9769	1	0.9989021420478821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	3	4	42.9	0	0	0	0	0	0	0	0	3	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5428_length_3223_cov_2.088068	3223	0.35	99.53	Low-quality	4.64	0.0	No	2	2	0	2	1	0.939	1	0.999904990196228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10809_length_1874_cov_1.531061	1874	0.49	92.05	Low-quality	4.63	0.0	No	3	3	0	2	1	0.9582	1	0.968986988067627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	2	0	0	0	0	0	0	0	0	0	0	0	CP000711	0.126974	36/1000	Enterobacteria phage CUS-3	Enterobacteria	Unclassified	40207	NA	NA	NA	NA	NA	NA
metaspades_NODE_6091_length_2927_cov_2.412256	2927	0.54	99.83	Low-quality	4.6	0.0	No	3	2	0	2	1	0.9771	1	0.9907926917076111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_3552_length_4725_cov_3.587794	4725	0.47	88.3	Low-quality	4.55	0.0	No	7	3	0	2	1	0.9582	1	0.908464789390564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	7	4	3	57.1	0	0	1	2	0	1	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8021_length_2358_cov_3.431177	2358	0.38	99.92	Low-quality	4.49	0.0	No	2	2	0	2	1	0.9562	1	0.9994226098060608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7092_length_2594_cov_4.189051	2594	0.46	79.88	Low-quality	4.48	0.0	No	4	0	0	2	1	0.9547	1	0.9839814901351929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	4	1	3	25.0	0	0	0	0	0	1	0	0	0	1	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6833_length_2671_cov_2.719419	2671	0.41	98.58	Low-quality	4.37	0.0	No	4	4	0	2	1	0.9748	1	0.999985933303833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	4	3	1	75.0	0	3	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7039_length_2611_cov_2.036776	2611	0.37	94.6	Low-quality	4.3	0.0	No	5	2	0	2	1	0.9467	1	0.9996840953826904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	3	2	60.0	0	0	0	2	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11600_length_1775_cov_3.105814	1775	0.43	98.7	Low-quality	4.26	0.0	No	3	1	0	2	1	0.9725	1	0.9467301368713379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	0	3	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10623_length_1898_cov_1.750407	1898	0.37	97.79	Low-quality	4.16	0.0	No	4	3	0	2	1	0.9694	1	0.9433985352516174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	3	1	75.0	1	0	0	0	2	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_16680_length_1362_cov_3.157613	1362	0.44	92.8	Low-quality	4.05	0.0	No	2	1	0	2	1	0.907	1	0.9999010562896729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_20518_length_1162_cov_3.273713	1162	0.56	94.32	Low-quality	3.98	0.0	No	2	1	0	2	1	0.9114	1	0.9999971985816956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	MW679025	0.161822	17/1000	Eggerthella phage LE1-1	Eggerthella	Guelinviridae	15977	NA	NA	NA	NA	NA	NA
metaspades_NODE_4810_length_3581_cov_6.800624	3581	0.42	86.34	Low-quality	3.97	0.0	No	7	0	0	2	1	0.9732	1	0.9870315790176392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	3	4	42.9	0	0	1	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Bacteroides	94.9	iPHoP-RF;96.40	NA	NA	NA
metaspades_NODE_14400_length_1513_cov_1.565844	1513	0.59	96.76	Low-quality	3.86	0.0	No	3	1	0	2	1	0.9727	1	0.9971850514411926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	3	0	100.0	2	0	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_15276_length_1453_cov_1.601574	1453	0.57	99.93	Low-quality	3.77	0.0	No	3	3	0	2	1	0.9681	1	0.9974282383918762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	3	3	0	100.0	0	3	0	0	0	0	0	0	0	0	0	0	NC_027339	0.138572	28/1000	Enterobacteria phage SfI	Enterobacteria	Unclassified	38389	NA	NA	NA	NA	NA	NA
metaspades_NODE_15277_length_1453_cov_1.493562	1453	0.58	100.62	Low-quality	3.71	0.0	No	5	3	0	2	1	0.9676	1	0.9989072680473328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	3	2	60.0	0	0	0	1	0	0	0	1	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8895_length_2170_cov_1.748463	2170	0.42	97.97	Low-quality	3.65	0.0	No	4	1	0	2	1	0.9798	1	0.9999942183494568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	1	3	25.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7455_length_2505_cov_3.449388	2505	0.63	99.84	Low-quality	3.61	0.0	No	4	2	0	2	1	0.9659	1	0.9783239364624023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	4	4	0	100.0	0	4	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11749_length_1758_cov_3.157369	1758	0.41	73.49	Low-quality	3.59	0.0	No	1	0	1	2	1	0.9634	1	0.9511711597442627	Viruses;Riboviria;Orthornavirae;;;;	No terminal repeats	1	1	1	0	100.0	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_18581_length_1255_cov_1.497500	1255	0.39	99.6	Low-quality	3.59	0.0	No	1	1	0	2	1	0.9604	1	0.9998253583908081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9938_length_1993_cov_2.687822	1993	0.5	94.73	Low-quality	3.47	0.0	No	5	2	0	2	1	0.975	1	0.9999970197677612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	5	2	3	40.0	0	0	0	2	0	0	0	0	0	0	0	0	MT836051	0.154223	20/1000	Bacteriophage sp.	Unspecified	Unclassified	13846	NA	NA	NA	NA	NA	NA
metaspades_NODE_7548_length_2478_cov_2.123813	2478	0.37	99.15	Low-quality	3.44	0.0	No	3	2	0	2	1	0.9296	1	0.9532759189605713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_20279_length_1173_cov_1.726297	1173	0.34	100.09	Low-quality	3.41	0.0	No	2	1	0	2	1	0.8888	1	0.9962813854217529	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_21779_length_1109_cov_2.161290	1109	0.44	96.75	Low-quality	3.41	0.0	No	1	1	0	2	1	0.9555	1	0.9242158532142639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_13956_length_1548_cov_3.501005	1548	0.4	97.55	Low-quality	3.4	0.0	No	2	0	0	2	1	0.9745	1	0.9448628425598145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	0	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17419_length_1319_cov_2.061709	1319	0.46	100.53	Low-quality	3.38	0.0	No	3	2	0	2	1	0.9755	1	0.9956486225128174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	1	2	33.3	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17172_length_1334_cov_1.777170	1334	0.49	100.52	Low-quality	3.36	0.0	No	3	2	0	2	1	0.9767	1	0.9994016885757446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	0	0	0	0	2	0	0	0	0	0	0	0	CP000711	0.12827	35/1000	Enterobacteria phage CUS-3	Enterobacteria	Unclassified	40207	NA	NA	NA	NA	NA	NA
metaspades_NODE_5679_length_3102_cov_2.121759	3102	0.3	100.06	Low-quality	3.31	0.0	No	7	0	0	2	1	0.9784	1	0.9999997019767761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	0	7	2	5	28.6	0	0	1	1	0	0	0	0	0	0	0	0	MT835832	0.0799006	103/1000	Bacteriophage sp.	Unspecified	Unclassified	16953	NA	NA	NA	NA	NA	NA
metaspades_NODE_21214_length_1131_cov_2.075279	1131	0.46	96.46	Low-quality	3.22	0.0	No	1	1	0	2	1	0.9676	1	0.9999328255653381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10858_length_1869_cov_1.924476	1869	0.42	88.34	Low-quality	3.21	0.0	No	2	2	0	2	1	0.8947	1	0.9938201904296875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11601_length_1775_cov_2.625581	1775	0.38	100.11	Low-quality	3.19	0.0	No	2	1	0	2	1	0.8819	1	0.9293607473373413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	0	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7027_length_2615_cov_1.933984	2615	0.55	91.13	Low-quality	3.18	0.0	No	2	0	0	2	1	0.9671	1	0.936826229095459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	2	1	1	50.0	0	0	0	0	0	0	0	1	0	0	0	0	MT836278	0.154223	20/1000	Bacteriophage sp.	Unspecified	Unclassified	11375	NA	NA	NA	NA	NA	NA
metaspades_NODE_19262_length_1220_cov_1.206867	1220	0.59	100.9	Low-quality	3.17	0.0	No	2	2	0	2	1	0.9593	1	0.9853413105010986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	OR799564	0.154223	20/1000	Shigella phage VIT_AJPSC	Shigella	Unclassified	39758	NA	NA	NA	NA	NA	NA
metaspades_NODE_5065_length_3422_cov_5.306207	3422	0.44	99.91	Low-quality	3.16	0.0	No	1	0	1	2	1	0.9619	1	0.9940221905708313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	1	1	0	100.0	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Bacteroides	94.5	iPHoP-RF;96.10	NA	NA	NA
metaspades_NODE_30488_length_854_cov_3.470588	854	0.59	96.84	Low-quality	3.14	0.0	No	1	1	0	2	1	0.8664	1	0.9443418383598328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	0	0	0	0	1	0	0	0	0	0	0	0	MW679025	0.151946	21/1000	Eggerthella phage LE1-1	Eggerthella	Guelinviridae	15977	NA	NA	NA	NA	NA	NA
metaspades_NODE_6943_length_2640_cov_2.685880	2640	0.38	99.92	Low-quality	3.09	0.0	No	2	1	0	2	1	0.9723	1	0.9978260397911072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
