contig_id	length	gc_perc	cds_coding_density	checkv_quality	checkv_completeness	checkv_contamination	provirus	checkv_gene_count	checkv_viral_genes	checkv_host_genes	total_votes	genomad_hit	genomad_score	dvf_hit	dvf_score	genomad_taxonomy	genomad_topology	genomad_hallmarks	cds_total	cds_known	cds_unknown	cds_known_pct	phrog_head_packaging	phrog_tail	phrog_lysis	phrog_dna_metabolism	phrog_connector	phrog_integration_excision	phrog_moron_amg	phrog_other	phrog_transcription	trnas	tmrnas	crisprs	inphared_accession	inphared_mash_dist	inphared_hashes	inphared_description	inphared_host	inphared_family	inphared_ref_length	iphop_host_genus	iphop_confidence	iphop_methods	propagate_activity	propagate_cohen_d	propagate_ratio
metaspades_NODE_6158_length_4939_cov_2.752048	4939	0.69	92.77	Low-quality	11.72	0.0	No	8	0	0	2	1	0.9355	1	0.9388401508331299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	8	5	3	62.5	0	0	0	2	0	1	0	0	2	1	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5722_length_5273_cov_3.481411	5273	0.5	98.99	Low-quality	11.58	0.0	No	6	6	0	2	1	0.9801	1	0.9030840396881104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	6	5	1	83.3	0	4	1	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5731_length_5263_cov_2.487903	5263	0.32	73.51	Low-quality	11.48	0.0	No	7	0	1	2	1	0.8796	1	0.9944095611572266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	1	6	14.3	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Eubacterium_G	91.0	iPHoP-RF;93.40	NA	NA	NA
metaspades_NODE_5449_length_5525_cov_3.179525	5525	0.52	86.61	Low-quality	11.41	0.0	No	6	3	0	2	1	0.9824	1	0.9391822814941406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	6	5	1	83.3	3	0	0	0	1	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4365_length_6731_cov_13.855303	6731	0.56	92.35	Low-quality	11.11	0.0	No	9	8	0	2	1	0.9823	1	0.9961553812026978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	9	5	4	55.6	1	2	0	0	2	0	0	0	0	0	0	0	NC_047916	0.133864	31/1000	Faecalibacterium phage FP_oengus	Faecalibacterium	Unclassified	58391	Faecalibacterium	93.9	iPHoP-RF;95.70	NA	NA	NA
metaspades_NODE_4209_length_6927_cov_3.096042	6927	0.39	75.93	Low-quality	10.75	0.0	No	8	1	0	2	1	0.7807	1	0.9661556482315063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	8	4	4	50.0	0	0	0	2	0	1	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_1566_length_16183_cov_4.465092	16183	0.37	83.28	Low-quality	10.67	0.0	No	34	4	0	2	1	0.9641	1	0.9878488779067993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	34	2	32	5.9	0	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_1592_length_15967_cov_8.547511	15967	0.37	91.95	Low-quality	10.45	0.0	No	12	0	11	2	1	0.7216	1	0.997340202331543	Viruses;;;;;;	No terminal repeats	0	12	6	6	50.0	0	0	0	0	0	0	3	3	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_29_length_15967_cov_6.060289_cutoff_5_type_linears	15967	0.37	91.95	Low-quality	10.45	0.0	No	12	0	11	NA	NA	NA	NA	NA	NA	NA	NA	12	6	6	50.0	0	0	0	0	0	0	3	3	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6567_length_4662_cov_2.738224	4662	0.42	96.68	Low-quality	10.36	0.0	No	5	0	0	2	1	0.9828	1	0.9711779952049255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	3	2	60.0	3	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_4877_length_6118_cov_16.593601	6118	0.46	94.16	Low-quality	10.13	0.0	No	17	1	0	2	1	0.9785	1	0.9552828073501587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	17	2	15	11.8	0	0	0	2	0	0	0	0	0	0	0	0	NC_047916	0.147707	23/1000	Faecalibacterium phage FP_oengus	Faecalibacterium	Unclassified	58391	NA	NA	NA	NA	NA	NA
metaspades_NODE_1337_length_18234_cov_3.366137	18234	0.37	101.18	Low-quality	9.92	0.0	No	37	5	1	2	1	0.9815	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	37	9	28	24.3	0	0	0	2	0	0	1	6	0	0	0	0	MT835470	0.0690061	133/1000	Bacteriophage sp.	Unspecified	Unclassified	117447	NA	NA	NA	NA	NA	NA
metaspades_NODE_9742_length_3328_cov_2.170486	3328	0.43	97.6	Low-quality	9.92	0.0	No	4	1	0	2	1	0.9804	1	0.9984164237976074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	4	2	2	50.0	0	1	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6594_length_4640_cov_2.588222	4640	0.55	95.28	Low-quality	9.77	0.0	No	4	2	0	2	1	0.9818	1	0.9952791929244995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	4	4	0	100.0	0	3	0	0	1	0	0	0	0	0	0	0	NC_047911	0.0994698	66/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	NA	NA	NA	NA	NA	NA
metaspades_NODE_6646_length_4612_cov_3.299320	4612	0.56	98.14	Low-quality	9.73	0.0	No	7	3	0	2	1	0.9824	1	0.9995419383049011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	7	6	1	85.7	0	6	0	0	0	0	0	0	0	0	0	0	NC_047911	0.0943778	74/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	NA	NA	NA	NA	NA	NA
metaspades_NODE_10556_length_3104_cov_3.561824	3104	0.58	98.49	Low-quality	9.66	0.0	No	3	3	0	2	1	0.9785	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	3	3	0	100.0	3	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6459_length_4737_cov_2.904955	4737	0.51	98.75	Low-quality	9.64	0.0	No	8	3	0	2	1	0.9825	1	0.9887949824333191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	5	8	7	1	87.5	0	7	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_2_length_112895_cov_6.479826_cutoff_5_type_linears	112895	0.37	88.47	Low-quality	9.46	0.0	No	90	1	75	NA	NA	NA	NA	NA	NA	NA	NA	90	18	72	20.0	1	0	0	7	0	0	5	4	1	3	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6619_length_4623_cov_2.914405	4623	0.53	89.1	Low-quality	9.36	0.0	No	6	2	0	2	1	0.9803	1	0.9773072004318237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	6	2	4	33.3	0	1	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7247_length_4306_cov_3.473300	4306	0.6	86.76	Low-quality	9.21	0.0	No	5	1	0	2	1	0.7307	1	0.9863560199737549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	1	4	20.0	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6846_length_4506_cov_2.883172	4506	0.47	98.36	Low-quality	9.17	0.0	No	14	1	0	2	1	0.9807	1	0.9866050481796265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	14	3	11	21.4	0	0	0	1	0	0	0	1	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_83641_length_595_cov_1.235185	595	0.42	98.99	Low-quality	9.09	0.0	No	2	1	0	2	1	0.9747	1	0.9995167255401611	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7369_length_4240_cov_2.810992	4240	0.57	93.89	Low-quality	8.98	0.0	No	6	3	0	2	1	0.9799	1	0.997445821762085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	6	6	0	100.0	5	0	0	0	1	0	0	0	0	0	0	0	NC_047911	0.108487	54/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	NA	NA	NA	NA	NA	NA
metaspades_NODE_8186_length_3860_cov_2.891196	3860	0.7	91.76	Low-quality	8.95	0.0	No	7	1	0	2	1	0.972	1	0.9495033025741577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	2	5	28.6	1	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_17_length_3857_cov_17.004762_cutoff_0_type_circular	3857	0.49	79.13	Low-quality	8.71	0.0	No	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5	0	5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9028_length_3555_cov_2.245429	3555	0.62	83.85	Low-quality	8.53	0.0	No	4	4	0	2	1	0.9794	1	0.9999715089797974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	4	3	1	75.0	0	0	0	3	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11857_length_2827_cov_3.516595	2827	0.48	98.97	Low-quality	8.38	0.0	No	7	2	0	2	1	0.9806	1	0.9833770990371704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	4	3	57.1	1	0	0	2	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9580_length_3377_cov_2.313365	3377	0.58	76.7	Low-quality	8.31	0.0	No	5	1	0	2	1	0.9515	1	0.956865668296814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	0	5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10689_length_3073_cov_2.136183	3073	0.34	86.01	Low-quality	8.16	0.0	No	6	1	0	2	1	0.9823	1	1.0	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	6	3	3	50.0	2	0	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8206_length_3853_cov_2.437072	3853	0.56	80.72	Low-quality	8.09	0.0	No	4	2	0	2	1	0.9761	1	0.9999830722808838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	4	0	100.0	1	0	0	0	1	0	0	1	1	0	0	0	NC_047911	0.129604	34/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	NA	NA	NA	NA	NA	NA
metaspades_NODE_7527_length_4155_cov_2.851951	4155	0.5	95.91	Low-quality	8.03	0.0	No	11	2	0	2	1	0.9783	1	0.9885376691818237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	11	3	8	27.3	0	0	0	1	0	0	0	1	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8237_length_3844_cov_2.761942	3844	0.57	94.54	Low-quality	7.98	0.0	No	5	1	0	2	1	0.9704	1	0.9999204277992249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	2	3	40.0	0	0	0	2	0	0	0	0	0	0	0	0	NC_047911	0.118834	43/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	JAJTCL01	93.9	iPHoP-RF;95.70	NA	NA	NA
metaspades_NODE_27862_length_1446_cov_2.166068	1446	0.37	96.13	Low-quality	7.98	0.0	No	2	2	0	2	1	0.9734	1	0.9999951124191284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8742_length_3647_cov_2.798719	3647	0.35	83.33	Low-quality	7.9	0.0	No	9	1	0	2	1	0.9764	1	0.9398447275161743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	9	2	7	22.2	1	0	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8709_length_3659_cov_2.982519	3659	0.68	98.09	Low-quality	7.89	0.0	No	8	5	0	2	1	0.9744	1	0.9913356304168701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	8	6	2	75.0	2	2	0	0	2	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9682_length_3344_cov_2.495895	3344	0.51	99.04	Low-quality	7.6	0.0	No	6	1	0	2	1	0.9823	1	0.9852532148361206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	6	1	5	16.7	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8911_length_3597_cov_2.959345	3597	0.56	97.75	Low-quality	7.47	0.0	No	6	1	0	2	1	0.9828	1	0.9996951818466187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	6	6	0	100.0	2	2	0	2	0	0	0	0	0	0	0	0	NC_047911	0.117785	44/1000	Faecalibacterium phage FP_Lagaffe	Faecalibacterium	Unclassified	48211	NA	NA	NA	NA	NA	NA
metaspades_NODE_6975_length_4437_cov_15.287084	4437	0.4	88.6	Low-quality	7.45	0.0	No	5	1	0	2	1	0.9742	1	0.9935699105262756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	5	1	4	20.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17102_length_2109_cov_2.456183	2109	0.57	99.57	Low-quality	7.41	0.0	No	3	2	0	2	1	0.9619	1	0.9999871253967285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	0	1	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11956_length_2809_cov_2.767974	2809	0.51	89.75	Low-quality	7.32	0.0	No	5	1	0	2	1	0.9809	1	0.9997819662094116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	5	3	2	60.0	1	0	2	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5510_length_5469_cov_34.693757	5469	0.37	94.88	Low-quality	7.27	0.0	No	4	0	0	2	1	0.8147	1	0.9414646029472351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	3	1	75.0	0	0	0	0	0	3	0	0	0	0	0	0	MT836457	0.04288	255/1000	Bacteriophage sp.	Unspecified	Unclassified	11044	NA	NA	NA	NA	NA	NA
metaspades_NODE_7040_length_4406_cov_3.465640	4406	0.36	100.16	Low-quality	7.26	0.0	No	3	3	0	2	1	0.9605	1	0.9311337471008301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	3	3	0	100.0	0	3	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7966_length_3962_cov_2.868953	3962	0.58	98.51	Low-quality	7.16	0.0	No	6	4	0	2	1	0.9823	1	0.9418904185295105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	6	6	0	100.0	4	1	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11015_length_2993_cov_3.640572	2993	0.56	100.94	Low-quality	7.15	0.0	No	9	2	0	2	1	0.9798	1	0.9998636245727539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	9	4	5	44.4	0	0	0	4	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9289_length_3464_cov_3.694925	3464	0.49	93.79	Low-quality	7.04	0.0	No	3	3	0	2	1	0.9821	1	0.9643805027008057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	3	3	0	100.0	0	2	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8845_length_3617_cov_2.385177	3617	0.52	100.22	Low-quality	6.99	0.0	No	8	2	0	2	1	0.9814	1	0.9998884201049805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	8	3	5	37.5	0	0	0	1	0	0	0	0	2	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7980_length_3956_cov_2.980518	3956	0.58	92.57	Low-quality	6.97	0.0	No	4	4	0	2	1	0.9812	1	0.9241255521774292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	4	4	2	2	50.0	0	1	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10259_length_3181_cov_2.883877	3181	0.51	97.83	Low-quality	6.94	0.0	No	5	2	0	2	1	0.9676	1	0.9847815632820129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	2	3	40.0	0	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9156_length_3502_cov_4.833478	3502	0.29	98.69	Low-quality	6.93	0.0	No	3	1	0	2	1	0.9627	1	0.9999509453773499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	3	0	100.0	0	2	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7273_length_4298_cov_28.175112	4298	0.41	90.69	Low-quality	6.8	0.0	No	8	2	0	2	1	0.9822	1	0.9999778866767883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	8	1	7	12.5	0	1	0	0	0	0	0	0	0	0	0	0	PQ571275	0.132399	32/1000	Bacteroides phage BS-TP2	Bacteroides	Unclassified	57555	Phocaeicola	92.6	iPHoP-RF;94.70	NA	NA	NA
metaspades_NODE_10186_length_3199_cov_3.310751	3199	0.37	67.74	Low-quality	6.72	0.0	No	5	0	0	2	1	0.8327	1	0.9735541343688965	Unclassified	No terminal repeats	0	5	2	3	40.0	0	0	0	0	0	1	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Butyrivibrio	95.3	iPHoP-RF;96.70	NA	NA	NA
metaspades_NODE_10942_length_3014_cov_2.202095	3014	0.48	99.34	Low-quality	6.66	0.0	No	3	3	0	2	1	0.9452	1	0.9531610608100891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7692_length_4080_cov_3.067826	4080	0.4	96.76	Low-quality	6.64	0.0	No	12	0	1	2	1	0.9767	1	0.9999207854270935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	12	2	10	16.7	0	0	0	0	0	0	0	1	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10258_length_3181_cov_4.054702	3181	0.38	77.99	Low-quality	6.63	0.0	No	3	2	0	2	1	0.9676	1	0.999913215637207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	3	2	1	66.7	0	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_9297_length_3462_cov_1.919871	3462	0.42	84.14	Low-quality	6.61	0.0	No	6	2	0	2	1	0.8912	1	0.984508752822876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	6	2	4	33.3	0	0	0	1	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
NODE_36_length_2912_cov_5.424339_cutoff_5_type_linears	2912	0.54	91.55	Low-quality	6.6	0.0	No	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4	2	2	50.0	0	0	0	0	0	2	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_13172_length_2599_cov_2.418239	2599	0.39	101.12	Low-quality	6.46	0.0	No	6	0	0	2	1	0.9768	1	0.9659579992294312	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	6	1	5	16.7	0	0	0	0	0	0	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_12949_length_2641_cov_2.530549	2641	0.65	95.8	Low-quality	6.44	0.0	No	2	1	0	2	1	0.7823	1	0.9806225299835205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10540_length_3109_cov_3.912246	3109	0.49	99.0	Low-quality	6.35	0.0	No	6	1	0	2	1	0.9814	1	0.9995435476303101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	6	5	1	83.3	3	1	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11654_length_2863_cov_2.634972	2863	0.46	95.98	Low-quality	6.23	0.0	No	9	2	0	2	1	0.9467	1	0.9667282104492188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	9	1	8	11.1	0	0	0	0	0	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_8351_length_3794_cov_16.056967	3794	0.4	69.98	Low-quality	6.05	0.0	No	6	1	0	2	1	0.9796	1	0.9999769330024719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	6	1	5	16.7	0	0	0	0	0	0	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7339_length_4255_cov_24.287619	4255	0.41	93.21	Low-quality	6.03	0.0	No	9	2	0	2	1	0.9629	1	0.9959530234336853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	9	1	8	11.1	1	0	0	0	0	0	0	0	0	0	0	0	MW660583	0.10374	60/1000	Bacteroides phage LoVEphage	Bacteroides	Unclassified	71495	Bacteroides	94.9	iPHoP-RF;96.40	NA	NA	NA
metaspades_NODE_2506_length_11025_cov_2.826071	11025	0.37	95.76	Low-quality	6.01	0.0	No	17	2	0	2	1	0.9819	1	0.9999930262565613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	17	5	12	29.4	0	0	0	5	0	0	0	0	0	0	0	0	MT835470	0.0994698	66/1000	Bacteriophage sp.	Unspecified	Unclassified	117447	NA	NA	NA	NA	NA	NA
metaspades_NODE_4169_length_7000_cov_3.606767	7000	0.38	72.9	Low-quality	5.91	0.0	No	6	0	1	2	1	0.8365	1	0.9949773550033569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	6	1	5	16.7	0	0	0	0	0	1	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
